date,country,state,city,temp_min_c,temp_max_c,temp_avg_c,rainfall_mm,humidity_percent,soil_moisture,flood,cyclone_storm,heatwave,landslide,wildfire,volcanic_eruption
04-02-2023,India,Karnataka,Bangalore,27.2,37.37,32.29,70.96,43.28,0.94,1,1,0,0,0,0
05-02-2023,India,Kerala,Kochi,22.7,32.81,27.75,47.63,55.72,0.37,0,0,0,0,0,0
06-02-2023,India,Kerala,Kochi,29.47,45.8,37.63,0.0,95.09,0.21,0,0,1,0,0,0
07-02-2023,India,West Bengal,Kolkata,19.38,30.49,24.94,37.93,92.18,0.95,0,0,0,0,0,0
08-02-2023,India,West Bengal,Kolkata,23.24,36.15,29.7,51.42,49.57,0.86,0,0,0,0,0,0
09-02-2023,India,West Bengal,Kolkata,20.59,31.32,25.96,22.96,87.85,0.66,0,0,0,0,0,0
10-02-2023,India,Maharashtra,Mumbai,22.33,38.44,30.39,0.0,95.26,0.64,0,0,0,0,0,0
11-02-2023,India,Maharashtra,Mumbai,30.02,44.75,37.39,76.81,57.93,0.61,1,1,1,0,0,0
12-02-2023,India,West Bengal,Kolkata,31.82,37.92,34.87,101.31,62.89,0.82,1,1,0,1,0,0
13-02-2023,India,Tamil Nadu,Coimbatore,28.35,38.24,33.29,99.53,74.14,0.69,1,1,0,0,0,0
14-02-2023,India,Tamil Nadu,Coimbatore,24.25,32.12,28.18,55.0,43.24,0.83,0,0,0,0,0,0
15-02-2023,India,West Bengal,Kolkata,19.45,31.2,25.32,0.0,54.85,0.65,0,0,0,0,0,0
16-02-2023,India,Kerala,Kochi,19.33,36.79,28.06,21.87,74.85,0.5,0,0,0,0,0,0
17-02-2023,India,Kerala,Trivandrum,20.63,34.67,27.65,13.41,60.75,0.73,0,0,0,0,0,0
18-02-2023,India,West Bengal,Kolkata,30.27,41.36,35.81,76.6,77.19,0.75,1,1,1,0,0,0
19-02-2023,India,Kerala,Trivandrum,29.76,47.12,38.44,0.0,53.55,0.38,0,0,1,0,0,0
20-02-2023,India,West Bengal,Kolkata,26.38,32.51,29.45,42.43,56.65,0.67,0,0,0,0,0,0
21-02-2023,India,Tamil Nadu,Coimbatore,25.43,34.21,29.82,31.18,50.83,0.41,0,0,0,0,0,0
22-02-2023,India,Tamil Nadu,Chennai,26.29,37.88,32.09,68.77,62.87,0.36,0,0,0,0,0,0
23-02-2023,India,Maharashtra,Pune,19.87,27.99,23.93,0.0,93.41,0.52,0,0,0,0,0,0
24-02-2023,India,Tamil Nadu,Coimbatore,30.23,45.79,38.01,64.01,66.94,0.5,0,1,1,0,0,0
25-02-2023,India,Karnataka,Bangalore,22.88,32.61,27.74,51.59,57.5,0.29,0,0,0,0,0,0
26-02-2023,India,Kerala,Kochi,26.99,42.09,34.54,95.83,55.93,0.23,0,0,1,1,0,0
27-02-2023,India,Kerala,Kochi,25.47,38.2,31.84,97.56,57.44,0.74,1,1,0,1,0,0
28-02-2023,India,Maharashtra,Pune,18.18,28.42,23.3,58.5,38.03,0.61,0,0,0,0,0,0
01-03-2023,India,West Bengal,Kolkata,21.83,31.76,26.79,110.5,75.82,0.29,0,0,0,1,0,0
02-03-2023,India,Tamil Nadu,Coimbatore,18.01,30.8,24.41,47.54,39.93,0.72,0,0,0,0,0,0
03-03-2023,India,West Bengal,Kolkata,23.44,32.2,27.82,36.96,41.43,0.81,0,0,0,0,0,0
04-03-2023,India,West Bengal,Kolkata,26.46,43.27,34.86,62.4,55.76,0.83,0,0,1,0,0,0
05-03-2023,India,Maharashtra,Pune,19.71,30.23,24.97,0.0,91.53,0.78,0,0,0,0,0,0
06-03-2023,India,Tamil Nadu,Coimbatore,18.99,28.94,23.97,28.48,86.44,0.75,0,0,0,0,0,0
07-03-2023,India,Tamil Nadu,Coimbatore,20.7,30.11,25.4,15.67,90.16,0.85,0,0,0,0,0,0
08-03-2023,India,Karnataka,Bangalore,31.01,40.12,35.56,1.8,62.65,0.37,0,0,1,0,0,0
09-03-2023,India,Karnataka,Mysore,25.9,40.86,33.38,29.05,73.83,0.64,0,0,1,0,0,0
10-03-2023,India,West Bengal,Kolkata,27.63,35.85,31.74,111.84,76.79,0.42,0,0,0,1,0,0
11-03-2023,India,Karnataka,Bangalore,27.64,44.92,36.28,66.43,58.05,0.37,0,1,1,0,0,0
12-03-2023,India,Tamil Nadu,Coimbatore,21.0,34.26,27.63,0.0,59.42,0.42,0,0,0,0,0,0
13-03-2023,India,Tamil Nadu,Chennai,19.91,26.32,23.12,8.88,71.12,0.93,0,0,0,0,0,0
14-03-2023,India,Karnataka,Mysore,22.01,28.58,25.3,91.49,56.56,0.36,0,0,0,0,0,0
15-03-2023,India,Maharashtra,Mumbai,22.72,40.05,31.38,25.55,71.37,0.23,0,0,1,0,0,0
16-03-2023,India,Karnataka,Mysore,28.03,37.87,32.95,9.42,71.1,0.58,0,0,0,0,0,0
17-03-2023,India,Karnataka,Bangalore,23.25,39.9,31.58,88.44,56.04,0.56,1,0,1,0,0,0
18-03-2023,India,Karnataka,Bangalore,20.84,27.5,24.17,67.19,50.67,0.27,0,1,0,0,0,0
19-03-2023,India,West Bengal,Kolkata,20.45,31.14,25.79,7.16,58.21,0.87,0,0,0,0,0,0
20-03-2023,India,Karnataka,Mysore,22.35,36.54,29.44,38.71,50.15,0.67,0,0,0,0,0,0
21-03-2023,India,Maharashtra,Mumbai,23.19,40.2,31.7,30.33,36.94,0.3,0,0,1,0,1,0
22-03-2023,India,West Bengal,Kolkata,28.5,35.97,32.24,0.0,96.74,0.37,0,0,0,0,0,0
23-03-2023,India,Tamil Nadu,Chennai,22.2,29.06,25.63,85.11,53.97,0.31,0,1,0,0,0,0
24-03-2023,India,Maharashtra,Mumbai,18.85,36.61,27.73,20.27,90.79,0.94,0,0,0,0,0,0
25-03-2023,India,Tamil Nadu,Chennai,19.33,27.09,23.21,0.0,61.79,0.25,0,0,0,0,0,0
26-03-2023,India,Karnataka,Bangalore,19.05,28.74,23.9,0.0,66.89,0.31,0,0,0,0,0,0
27-03-2023,India,Tamil Nadu,Chennai,31.61,37.95,34.78,45.39,73.82,0.8,0,0,0,0,0,0
28-03-2023,India,West Bengal,Kolkata,25.37,40.43,32.9,49.54,83.82,0.56,0,0,1,0,0,0
29-03-2023,India,Kerala,Trivandrum,24.01,39.95,31.98,0.0,61.28,0.21,0,0,1,0,0,0
30-03-2023,India,Maharashtra,Mumbai,27.1,42.47,34.79,26.23,67.56,0.51,0,0,1,0,0,0
31-03-2023,India,Kerala,Trivandrum,23.3,37.43,30.36,49.11,43.51,0.75,0,0,0,0,0,0
01-04-2023,India,Maharashtra,Mumbai,22.27,31.91,27.09,64.1,73.47,0.37,0,0,0,0,0,0
02-04-2023,India,Tamil Nadu,Chennai,25.81,34.58,30.19,33.74,84.5,0.51,0,0,0,0,0,0
03-04-2023,India,Kerala,Trivandrum,28.27,44.17,36.22,105.18,96.25,0.28,0,1,1,1,0,0
04-04-2023,India,Tamil Nadu,Chennai,30.79,48.23,39.51,81.25,52.19,0.45,0,0,1,0,0,0
05-04-2023,India,Kerala,Kochi,23.77,31.55,27.66,64.5,69.7,0.45,0,0,0,0,0,0
06-04-2023,India,West Bengal,Kolkata,29.19,36.14,32.67,51.3,85.83,0.39,0,0,0,0,0,0
07-04-2023,India,West Bengal,Kolkata,31.26,38.81,35.03,8.18,43.99,0.74,0,0,0,0,0,0
08-04-2023,India,Karnataka,Bangalore,28.15,35.89,32.02,16.5,48.79,0.57,0,0,0,0,0,0
09-04-2023,India,Karnataka,Mysore,19.91,37.3,28.6,108.47,90.41,0.61,1,1,0,0,0,0
10-04-2023,India,Maharashtra,Mumbai,23.4,35.39,29.39,0.0,68.52,0.31,0,0,0,0,0,0
11-04-2023,India,Tamil Nadu,Chennai,22.33,35.26,28.79,17.49,37.96,0.4,0,0,0,0,0,0
12-04-2023,India,Kerala,Kochi,24.94,33.14,29.04,37.19,94.13,0.37,0,0,0,0,0,0
13-04-2023,India,Tamil Nadu,Chennai,26.66,33.66,30.16,64.01,81.55,0.66,0,0,0,0,0,0
14-04-2023,India,Karnataka,Bangalore,25.44,34.64,30.04,38.5,96.49,0.48,0,0,0,0,0,0
15-04-2023,India,Karnataka,Bangalore,26.0,36.66,31.33,27.09,71.66,0.94,0,0,0,0,0,0
16-04-2023,India,Karnataka,Bangalore,19.94,27.74,23.84,7.35,95.92,0.38,0,0,0,0,0,0
17-04-2023,India,Tamil Nadu,Coimbatore,18.39,32.07,25.23,39.35,40.19,0.94,0,0,0,0,0,0
18-04-2023,India,West Bengal,Kolkata,18.72,35.16,26.94,130.15,68.97,0.33,0,1,0,1,0,0
19-04-2023,India,Tamil Nadu,Chennai,30.18,46.99,38.58,9.26,41.56,0.39,0,0,1,0,0,0
20-04-2023,India,Kerala,Trivandrum,26.04,38.88,32.46,7.87,79.24,0.31,0,0,0,0,0,0
21-04-2023,India,Kerala,Kochi,24.38,36.04,30.21,31.16,46.5,0.42,0,0,0,0,0,0
22-04-2023,India,Maharashtra,Pune,19.94,35.19,27.56,60.71,79.65,0.64,0,0,0,0,0,0
23-04-2023,India,Maharashtra,Mumbai,22.97,29.49,26.23,30.48,82.42,0.54,0,0,0,0,0,0
24-04-2023,India,Karnataka,Bangalore,20.59,28.88,24.73,0.0,78.41,0.62,0,0,0,0,0,0
25-04-2023,India,Maharashtra,Pune,30.99,44.98,37.99,0.0,84.2,0.48,0,0,1,0,0,0
26-04-2023,India,West Bengal,Kolkata,23.54,34.49,29.02,4.65,89.18,0.43,0,0,0,0,0,0
27-04-2023,India,Maharashtra,Mumbai,30.08,41.76,35.92,0.0,87.11,0.71,0,0,1,0,0,0
28-04-2023,India,Tamil Nadu,Coimbatore,18.36,32.94,25.65,168.64,76.78,0.22,0,0,0,0,0,0
29-04-2023,India,Maharashtra,Pune,23.77,38.46,31.11,80.62,83.32,0.34,0,1,0,0,0,0
30-04-2023,India,West Bengal,Kolkata,23.86,38.02,30.94,46.96,59.18,0.42,0,0,0,0,0,0
01-05-2023,India,Maharashtra,Mumbai,31.52,44.35,37.94,0.0,61.84,0.81,0,0,1,0,0,0
02-05-2023,India,Maharashtra,Mumbai,22.39,29.0,25.69,0.0,47.04,0.95,0,0,0,0,0,0
03-05-2023,India,Maharashtra,Pune,28.12,34.54,31.33,59.51,81.86,0.84,0,0,0,0,0,0
04-05-2023,India,Maharashtra,Pune,18.79,33.12,25.95,35.03,53.95,0.75,0,0,0,0,0,0
05-05-2023,India,West Bengal,Kolkata,28.53,40.34,34.44,22.23,85.85,0.89,0,0,1,0,0,0
06-05-2023,India,Tamil Nadu,Chennai,24.35,32.17,28.26,32.56,51.8,0.37,0,0,0,0,0,0
07-05-2023,India,West Bengal,Kolkata,27.68,34.91,31.29,0.0,51.94,0.63,0,0,0,0,0,0
08-05-2023,India,Maharashtra,Mumbai,30.22,46.0,38.11,50.93,90.45,0.85,0,0,1,0,0,0
09-05-2023,India,Tamil Nadu,Coimbatore,22.53,38.65,30.59,48.44,49.66,0.69,0,0,0,0,0,0
10-05-2023,India,Karnataka,Bangalore,27.0,43.01,35.0,0.0,83.65,0.82,0,0,1,0,0,0
11-05-2023,India,Tamil Nadu,Chennai,24.52,34.04,29.28,17.35,82.82,0.83,0,0,0,0,0,0
12-05-2023,India,West Bengal,Kolkata,23.56,34.87,29.21,68.43,96.45,0.61,0,0,0,0,0,0
13-05-2023,India,Tamil Nadu,Chennai,27.38,42.54,34.96,94.35,44.15,0.87,1,0,1,0,0,0
14-05-2023,India,Kerala,Kochi,30.59,46.74,38.67,119.04,92.77,0.65,1,1,1,1,0,0
15-05-2023,India,Kerala,Kochi,28.82,45.9,37.36,0.0,35.01,0.89,0,0,1,0,1,0
16-05-2023,India,West Bengal,Kolkata,20.21,34.02,27.11,74.54,44.04,0.7,1,0,0,0,0,0
17-05-2023,India,Maharashtra,Pune,29.32,42.91,36.11,7.2,89.71,0.67,0,0,1,0,0,0
18-05-2023,India,Tamil Nadu,Chennai,23.96,40.05,32.0,0.0,67.49,0.23,0,0,1,0,0,0
19-05-2023,India,Maharashtra,Pune,29.62,43.85,36.73,0.0,44.4,0.77,0,0,1,0,0,0
20-05-2023,India,West Bengal,Kolkata,26.26,39.98,33.12,51.53,67.56,0.86,0,0,1,0,0,0
21-05-2023,India,Tamil Nadu,Chennai,30.37,39.03,34.7,88.76,87.86,0.44,0,0,1,0,0,0
22-05-2023,India,Karnataka,Mysore,31.81,42.33,37.07,61.28,52.38,0.43,0,0,1,0,0,0
23-05-2023,India,Tamil Nadu,Coimbatore,18.24,30.68,24.46,61.37,95.6,0.38,0,1,0,0,0,0
24-05-2023,India,Karnataka,Mysore,27.44,34.82,31.13,21.03,61.63,0.42,0,0,0,0,0,0
25-05-2023,India,West Bengal,Kolkata,19.9,27.33,23.61,80.89,83.71,0.31,0,0,0,0,0,0
26-05-2023,India,Karnataka,Mysore,21.43,28.88,25.16,38.64,64.36,0.73,0,0,0,0,0,0
27-05-2023,India,Maharashtra,Mumbai,25.2,40.13,32.67,38.78,35.29,0.23,0,0,1,0,1,0
28-05-2023,India,Tamil Nadu,Chennai,27.42,35.55,31.48,46.49,66.76,0.49,0,0,0,0,0,0
29-05-2023,India,Karnataka,Bangalore,26.97,36.02,31.49,13.56,75.33,0.54,0,0,0,0,0,0
30-05-2023,India,Maharashtra,Mumbai,23.94,36.28,30.11,53.88,95.6,0.42,0,0,0,0,0,0
31-05-2023,India,Kerala,Kochi,19.23,26.39,22.81,0.0,54.59,0.64,0,0,0,0,0,0
01-06-2023,India,Maharashtra,Pune,18.7,33.14,25.92,0.0,58.97,0.33,0,0,0,0,0,0
02-06-2023,India,Karnataka,Bangalore,24.98,39.67,32.32,79.92,81.13,0.66,1,0,1,0,0,0
03-06-2023,India,Maharashtra,Pune,27.02,43.34,35.18,77.06,75.33,0.49,0,1,1,0,0,0
04-06-2023,India,Kerala,Kochi,25.78,34.97,30.37,81.95,55.09,0.65,1,1,0,0,0,0
05-06-2023,India,West Bengal,Kolkata,31.03,47.31,39.17,0.0,79.36,0.39,0,0,1,0,0,0
06-06-2023,India,Tamil Nadu,Coimbatore,24.87,31.92,28.4,64.6,52.12,0.58,0,1,0,0,0,0
07-06-2023,India,Karnataka,Mysore,18.97,35.58,27.28,73.44,95.26,0.79,1,1,0,0,0,0
08-06-2023,India,Karnataka,Mysore,20.77,32.04,26.4,0.0,65.38,0.32,0,0,0,0,0,0
09-06-2023,India,Kerala,Trivandrum,23.84,37.46,30.65,71.87,36.1,0.63,1,0,0,0,1,0
10-06-2023,India,Karnataka,Mysore,19.23,26.04,22.63,56.56,43.37,0.33,0,0,0,0,0,0
11-06-2023,India,Kerala,Trivandrum,29.35,39.05,34.2,45.16,73.29,0.92,0,0,1,0,0,0
12-06-2023,India,Maharashtra,Mumbai,18.92,27.82,23.37,104.74,74.02,0.79,1,0,0,0,0,0
13-06-2023,India,Kerala,Trivandrum,26.56,43.27,34.92,0.0,92.7,0.58,0,0,1,0,0,0
14-06-2023,India,Kerala,Kochi,19.03,26.4,22.72,34.52,47.95,0.42,0,0,0,0,0,0
15-06-2023,India,Maharashtra,Mumbai,18.1,27.71,22.9,29.2,50.17,0.25,0,0,0,0,0,0
16-06-2023,India,Kerala,Trivandrum,26.84,40.34,33.59,32.44,93.09,0.46,0,0,1,0,0,0
17-06-2023,India,Kerala,Kochi,30.94,43.79,37.36,10.39,57.27,0.92,0,0,1,0,0,0
18-06-2023,India,Maharashtra,Pune,30.57,36.59,33.58,12.37,96.15,0.82,0,0,0,0,0,0
19-06-2023,India,Kerala,Kochi,29.32,46.66,37.99,21.53,53.33,0.22,0,0,1,0,0,0
20-06-2023,India,Maharashtra,Mumbai,31.68,41.31,36.5,41.16,96.53,0.43,0,0,1,0,0,0
21-06-2023,India,Tamil Nadu,Chennai,19.95,35.89,27.92,5.52,74.79,0.82,0,0,0,0,0,0
22-06-2023,India,Kerala,Trivandrum,23.56,38.68,31.12,49.06,73.84,0.77,0,0,0,0,0,0
23-06-2023,India,West Bengal,Kolkata,27.04,40.0,33.52,66.76,45.59,0.27,0,0,1,0,0,0
24-06-2023,India,Karnataka,Mysore,20.35,35.79,28.07,0.0,85.39,0.37,0,0,0,0,0,0
25-06-2023,India,West Bengal,Kolkata,25.1,35.34,30.22,90.9,65.14,0.93,1,1,0,1,0,0
26-06-2023,India,Tamil Nadu,Chennai,19.4,32.98,26.19,89.29,71.36,0.7,1,1,0,0,0,0
27-06-2023,India,Maharashtra,Pune,20.65,37.06,28.86,16.42,85.17,0.55,0,0,0,0,0,0
28-06-2023,India,West Bengal,Kolkata,27.58,37.89,32.74,28.43,85.29,0.69,0,0,0,0,0,0
29-06-2023,India,Karnataka,Bangalore,19.74,26.95,23.35,64.64,96.21,0.52,0,0,0,0,0,0
30-06-2023,India,Karnataka,Mysore,23.2,38.68,30.94,0.0,52.99,0.52,0,0,0,0,0,0
01-07-2023,India,Karnataka,Bangalore,18.24,33.83,26.04,32.36,65.78,0.42,0,0,0,0,0,0
02-07-2023,India,Maharashtra,Mumbai,31.13,43.56,37.34,39.55,51.07,0.56,0,0,1,0,0,0
03-07-2023,India,Maharashtra,Mumbai,25.71,33.06,29.39,13.99,45.72,0.59,0,0,0,0,0,0
04-07-2023,India,West Bengal,Kolkata,25.97,37.39,31.68,14.84,41.82,0.58,0,0,0,0,0,0
05-07-2023,India,Kerala,Trivandrum,27.98,45.28,36.63,37.79,39.27,0.72,0,0,1,0,1,0
06-07-2023,India,West Bengal,Kolkata,18.45,26.74,22.6,53.49,97.82,0.53,0,0,0,0,0,0
07-07-2023,India,Maharashtra,Mumbai,18.45,27.69,23.07,14.33,90.85,0.7,0,0,0,0,0,0
08-07-2023,India,Tamil Nadu,Chennai,25.55,32.53,29.04,54.56,84.63,0.55,0,0,0,0,0,0
09-07-2023,India,Tamil Nadu,Coimbatore,30.12,41.52,35.82,0.0,70.34,0.33,0,0,1,0,0,0
10-07-2023,India,West Bengal,Kolkata,27.73,36.72,32.23,27.43,35.85,0.71,0,0,0,0,0,0
11-07-2023,India,Karnataka,Bangalore,31.94,38.84,35.39,1.05,96.04,0.67,0,0,0,0,0,0
12-07-2023,India,Kerala,Trivandrum,27.57,34.72,31.14,82.14,75.88,0.29,0,1,0,0,0,0
13-07-2023,India,Kerala,Trivandrum,27.22,37.86,32.54,49.57,66.78,0.52,0,0,0,0,0,0
14-07-2023,India,Kerala,Kochi,25.95,35.79,30.87,0.0,54.63,0.94,0,0,0,0,0,0
15-07-2023,India,Karnataka,Mysore,27.81,41.94,34.88,0.0,63.76,0.26,0,0,1,0,0,0
16-07-2023,India,Karnataka,Mysore,23.04,37.42,30.23,70.19,41.2,0.44,0,1,0,0,0,0
17-07-2023,India,Karnataka,Mysore,21.13,38.96,30.04,22.71,78.54,0.76,0,0,0,0,0,0
18-07-2023,India,Kerala,Kochi,31.24,42.57,36.9,46.05,61.41,0.92,0,0,1,0,0,0
19-07-2023,India,Karnataka,Bangalore,20.47,33.19,26.83,48.78,73.68,0.46,0,0,0,0,0,0
20-07-2023,India,Tamil Nadu,Chennai,29.32,39.72,34.52,60.28,38.27,0.8,0,0,1,0,1,0
21-07-2023,India,Kerala,Kochi,20.93,34.33,27.63,20.93,87.62,0.38,0,0,0,0,0,0
22-07-2023,India,Maharashtra,Pune,18.41,25.26,21.83,0.0,94.05,0.83,0,0,0,0,0,0
23-07-2023,India,Maharashtra,Pune,22.66,38.02,30.34,0.0,61.87,0.81,0,0,0,0,0,0
24-07-2023,India,Tamil Nadu,Chennai,22.76,29.0,25.88,29.18,82.35,0.75,0,0,0,0,0,0
25-07-2023,India,Tamil Nadu,Coimbatore,30.75,38.91,34.83,66.97,95.85,0.89,0,1,0,0,0,0
26-07-2023,India,West Bengal,Kolkata,30.8,45.91,38.35,0.0,78.39,0.21,0,0,1,0,0,0
27-07-2023,India,Tamil Nadu,Chennai,18.43,28.98,23.7,12.99,56.63,0.21,0,0,0,0,0,0
28-07-2023,India,West Bengal,Kolkata,30.16,41.96,36.06,0.0,97.59,0.36,0,0,1,0,0,0
29-07-2023,India,Tamil Nadu,Coimbatore,31.64,44.88,38.26,60.12,40.8,0.36,0,1,1,0,0,0
30-07-2023,India,Kerala,Trivandrum,28.15,43.83,35.99,0.0,63.98,0.94,0,0,1,0,0,0
31-07-2023,India,West Bengal,Kolkata,28.93,40.3,34.61,70.81,40.34,0.29,0,1,1,0,0,0
01-08-2023,India,Karnataka,Bangalore,19.67,27.9,23.79,36.34,76.5,0.33,0,0,0,0,0,0
02-08-2023,India,Kerala,Kochi,27.1,40.3,33.7,50.26,97.58,0.57,0,0,1,0,0,0
03-08-2023,India,West Bengal,Kolkata,28.37,40.42,34.39,86.56,56.52,0.72,1,1,1,0,0,0
04-08-2023,India,Kerala,Trivandrum,22.15,35.43,28.79,61.6,71.1,0.7,0,0,0,0,0,0
05-08-2023,India,Maharashtra,Pune,22.74,29.61,26.18,132.81,77.58,0.61,1,1,0,0,0,0
06-08-2023,India,Kerala,Kochi,20.06,34.06,27.06,56.15,86.18,0.38,0,0,0,0,0,0
07-08-2023,India,Maharashtra,Pune,19.48,37.39,28.44,50.6,39.75,0.62,0,0,0,0,1,0
08-08-2023,India,Maharashtra,Mumbai,18.99,30.47,24.73,75.1,84.01,0.89,1,0,0,0,0,0
09-08-2023,India,Tamil Nadu,Coimbatore,21.19,34.86,28.03,0.0,72.57,0.31,0,0,0,0,0,0
10-08-2023,India,Tamil Nadu,Chennai,19.14,28.41,23.78,0.0,69.15,0.65,0,0,0,0,0,0
11-08-2023,India,Maharashtra,Pune,21.91,34.79,28.35,5.2,38.02,0.31,0,0,0,0,0,0
12-08-2023,India,Maharashtra,Pune,18.43,30.83,24.63,33.25,54.58,0.47,0,0,0,0,0,0
13-08-2023,India,West Bengal,Kolkata,30.52,41.84,36.18,4.67,51.23,0.88,0,0,1,0,0,0
14-08-2023,India,Karnataka,Bangalore,25.28,40.89,33.09,0.0,39.06,0.91,0,0,1,0,1,0
15-08-2023,India,Karnataka,Mysore,24.63,32.79,28.71,36.17,73.61,0.25,0,0,0,0,0,0
16-08-2023,India,Karnataka,Bangalore,27.41,35.58,31.49,22.55,78.35,0.93,0,0,0,0,0,0
17-08-2023,India,Tamil Nadu,Coimbatore,23.91,35.36,29.64,0.0,93.26,0.68,0,0,0,0,0,0
18-08-2023,India,West Bengal,Kolkata,24.01,36.93,30.47,26.35,70.97,0.82,0,0,0,0,0,0
19-08-2023,India,Karnataka,Mysore,21.27,32.67,26.97,23.88,79.15,0.68,0,0,0,0,0,0
20-08-2023,India,Kerala,Kochi,27.32,42.33,34.82,1.92,84.31,0.66,0,0,1,0,0,0
21-08-2023,India,Tamil Nadu,Chennai,29.51,37.68,33.6,55.06,40.9,0.66,0,0,0,0,0,0
22-08-2023,India,Tamil Nadu,Coimbatore,30.88,46.98,38.93,0.0,48.58,0.56,0,0,1,0,0,0
23-08-2023,India,West Bengal,Kolkata,28.7,42.13,35.41,0.0,35.34,0.69,0,0,1,0,1,0
24-08-2023,India,Tamil Nadu,Chennai,21.58,28.83,25.21,33.52,50.57,0.61,0,0,0,0,0,0
25-08-2023,India,Kerala,Kochi,25.58,32.43,29.0,66.94,54.47,0.72,0,0,0,0,0,0
26-08-2023,India,Maharashtra,Pune,18.66,25.52,22.09,2.0,91.96,0.58,0,0,0,0,0,0
27-08-2023,India,Tamil Nadu,Coimbatore,21.79,32.11,26.95,0.0,70.57,0.58,0,0,0,0,0,0
28-08-2023,India,West Bengal,Kolkata,31.34,48.24,39.79,0.0,88.77,0.31,0,0,1,0,0,0
29-08-2023,India,West Bengal,Kolkata,19.11,27.37,23.24,55.52,65.36,0.77,0,0,0,0,0,0
30-08-2023,India,Maharashtra,Pune,22.04,34.9,28.47,62.05,93.61,0.45,0,0,0,0,0,0
31-08-2023,India,Kerala,Trivandrum,20.89,31.04,25.97,41.66,40.16,0.79,0,0,0,0,0,0
01-09-2023,India,Tamil Nadu,Chennai,29.38,42.69,36.03,27.23,52.57,0.46,0,0,1,0,0,0
02-09-2023,India,Kerala,Kochi,24.59,32.83,28.71,0.0,65.1,0.74,0,0,0,0,0,0
03-09-2023,India,Tamil Nadu,Coimbatore,30.23,42.59,36.41,0.0,80.89,0.69,0,0,1,0,0,0
04-09-2023,India,Tamil Nadu,Coimbatore,23.46,34.72,29.09,125.54,77.37,0.37,0,0,0,0,0,0
05-09-2023,India,Tamil Nadu,Chennai,27.06,35.67,31.37,62.57,70.52,0.34,0,1,0,0,0,0
06-09-2023,India,Maharashtra,Mumbai,23.87,40.39,32.13,81.23,60.8,0.39,0,1,1,0,0,0
07-09-2023,India,Kerala,Trivandrum,22.83,33.13,27.98,0.0,42.62,0.66,0,0,0,0,0,0
08-09-2023,India,Maharashtra,Mumbai,20.85,31.6,26.23,78.28,46.53,0.84,1,0,0,0,0,0
09-09-2023,India,Karnataka,Bangalore,24.73,38.31,31.52,85.82,78.84,0.85,1,0,0,0,0,0
10-09-2023,India,West Bengal,Kolkata,24.32,42.07,33.2,0.0,96.28,0.24,0,0,1,0,0,0
11-09-2023,India,Tamil Nadu,Coimbatore,26.98,39.13,33.06,0.0,41.16,0.65,0,0,1,0,0,0
12-09-2023,India,Kerala,Trivandrum,24.77,34.59,29.68,0.0,82.6,0.73,0,0,0,0,0,0
13-09-2023,India,West Bengal,Kolkata,30.43,37.48,33.95,80.34,46.86,0.68,1,1,0,0,0,0
14-09-2023,India,West Bengal,Kolkata,29.35,44.18,36.76,0.0,91.94,0.89,0,0,1,0,0,0
15-09-2023,India,Karnataka,Bangalore,30.7,39.23,34.97,21.25,49.87,0.21,0,0,1,0,0,0
16-09-2023,India,Kerala,Trivandrum,19.0,26.61,22.81,35.27,72.51,0.75,0,0,0,0,0,0
17-09-2023,India,Kerala,Kochi,29.71,39.51,34.61,10.4,44.44,0.69,0,0,1,0,0,0
18-09-2023,India,West Bengal,Kolkata,19.12,26.42,22.77,0.0,62.86,0.91,0,0,0,0,0,0
19-09-2023,India,Maharashtra,Mumbai,20.66,33.97,27.32,30.02,77.28,0.45,0,0,0,0,0,0
20-09-2023,India,Karnataka,Bangalore,21.15,30.68,25.91,50.81,80.87,0.85,0,0,0,0,0,0
21-09-2023,India,West Bengal,Kolkata,31.75,38.05,34.9,0.0,69.96,0.44,0,0,0,0,0,0
22-09-2023,India,West Bengal,Kolkata,26.82,36.15,31.48,47.4,86.54,0.21,0,0,0,0,0,0
23-09-2023,India,Tamil Nadu,Coimbatore,25.53,39.56,32.54,0.45,51.3,0.45,0,0,1,0,0,0
24-09-2023,India,Karnataka,Mysore,28.06,37.15,32.61,16.97,86.7,0.44,0,0,0,0,0,0
25-09-2023,India,Maharashtra,Mumbai,24.9,41.61,33.26,0.0,52.67,0.42,0,0,1,0,0,0
26-09-2023,India,Kerala,Trivandrum,22.38,31.36,26.87,0.0,78.84,0.8,0,0,0,0,0,0
27-09-2023,India,Maharashtra,Pune,30.1,47.57,38.83,0.0,53.35,0.44,0,0,1,0,0,0
28-09-2023,India,West Bengal,Kolkata,20.97,32.56,26.76,42.22,93.41,0.4,0,0,0,0,0,0
29-09-2023,India,Maharashtra,Mumbai,20.56,30.13,25.35,34.55,74.13,0.84,0,0,0,0,0,0
30-09-2023,India,West Bengal,Kolkata,22.01,31.01,26.51,70.18,84.11,0.26,0,0,0,0,0,0
01-10-2023,India,West Bengal,Kolkata,26.07,34.67,30.37,9.49,71.62,0.45,0,0,0,0,0,0
02-10-2023,India,West Bengal,Kolkata,21.34,29.08,25.21,0.22,43.15,0.6,0,0,0,0,0,0
03-10-2023,India,Maharashtra,Mumbai,22.85,33.44,28.14,27.03,60.07,0.36,0,0,0,0,0,0
